,route_id,headway_tier,max_route_headway,max_route_weekday_headway
1,860,60.0,40.0,12.0
3,862,60.0,30.0,15.0
0,859,121.0,121.0,10.0
2,861,121.0,121.0,10.0
4,1024,121.0,121.0,121.0
5,4768,121.0,121.0,121.0
