,route_id,max_route_headway,max_route_weekday_headway
8,9,30,30
0,1,40,40
1,2,60,60
3,4,60,60
6,7,60,60
9,10,60,60
4,5,120,120
5,6,120,120
2,3,121,121
7,8,121,121
10,11,121,121
11,12,121,121
