,route_id,max_route_headway,max_route_weekday_headway
6,Q17,7,1
11,Q27,8,1
1,Q12,9,1
21,Q44+,9,1
22,Q46,9,1
12,Q28,12,1
16,Q32,13,1
24,Q5,13,1
29,Q85,13,1
20,Q43,15,1
27,Q83,15,1
8,Q20A,15,2
2,Q13,17,1
18,Q4,17,1
14,Q30,20,1
0,Q1,20,2
7,Q2,20,2
13,Q3,20,2
17,Q36,20,2
5,Q16,24,2
30,Q88,24,2
28,Q84,30,2
23,Q48,30,3
25,Q76,30,3
26,Q77,30,3
15,Q31,60,3
3,Q15,60,8
4,Q15A,60,8
9,Q20B,121,6
19,Q42,121,7
10,Q26,121,121
31,X63,121,121
32,X64,121,121
33,X68,121,121
