,route_id,headway_tier,weekday_headway_tier,max_route_headway,max_route_weekday_headway
3,862,30,15,30.0,15.0
0,859,121,10,121.0,10.0
2,861,121,10,121.0,10.0
1,860,121,15,121.0,12.0
4,1024,121,121,121.0,121.0
