,route_id,headway_tier,weekday_headway_tier,max_route_headway,max_route_weekday_headway
8,9,30,30,30.0,30.0
0,1,60,30,40.0,24.0
1,2,60,60,60.0,60.0
3,4,60,60,60.0,60.0
4,5,60,60,120.0,120.0
5,6,60,60,120.0,120.0
6,7,60,60,60.0,60.0
9,10,60,60,60.0,60.0
2,3,121,60,121.0,120.0
7,8,121,121,121.0,121.0
10,12,121,121,121.0,121.0
